ST ,          AL,          AK,          AZ,          AR,          CA,          CO,          CT,          DE,          FL,          GA,          HI,          ID,          IL,          IN,          IA,          KS,          KY,          LA,          ME,          MD,          MA,          MI,          MN,          MS,          MO,          MT,          NE,          NV,          NH,          NJ,          NM,          NY,          NC,          ND,          OH,          OK,          OR,          PA,          RI,          SC,          SD,          TN,          TX,          UT,          VT,          VA,          WA,          WV,          WI,          WY
T19,000000163398,000000000000,000000000000,000000047844,000000072945,000000000000,000000120492,000000072563,000000419550,000000000000,000000172436,000000004955,000000286812,000000009120,000000000000,000000020015,000000614351,000000317696,000000000000,000000739853,000000129925,000000030069,000001000397,000000006817,000000039288,000000022051,000000019359,000000035185,000000251145,000000234182,000000138331,000002773528,000000598440,000000069138,000000000000,000000023365,000000000000,000000088289,000000093762,000000105247,000000051452,000000100971,000003117057,000000013267,000000096085,000000614872,000000152284,000000327502,000000003453,000000000000
T20,000000002436,000000001891,000000004165,000000001652,000000040735,000000005398,000000005933,000000000828,000000033377,000000003656,000000000000,000000001261,000000004091,000000008966,000000009068,000000002404,000000004528,000000000000,000000004679,000000000584,000000001416,000000011945,000000000929,000000002259,000000003809,000000001758,000000000254,000000000000,000000017487,000000006784,000000000852,000000014182,000000013468,000000000251,000000029843,000000003729,000000002180,000000014697,000000000076,000000008095,000000000299,000000002322,000000036773,000000001219,000000000455,000000007479,000000009314,000000017972,000000000428,000000000005
T21,000000000000,000000000001,000000000028,000000000638,000000004601,000000000796,000000000066,000000000440,000000004846,000000000000,000000000000,000000000299,000000002103,000000004217,000000007504,000000000211,000000003091,000000000000,000000000784,000000000028,000000000450,000000000000,000000000435,000000001380,000000000070,000000004164,000000000000,000000095322,000000000389,000000067453,000000000246,000000000057,000000000000,000000000244,000000000000,000000004332,000000001988,000000000139,000000000310,000000002497,000000000127,000000000442,000000006667,000000000000,000000000148,000000000053,000000000028,000000000014,000000000514,000000000000
T22,000000075013,000000001290,000000001665,000000007695,000000052710,000000009239,000000016491,000000488271,000000144416,000000039174,000000001689,000000001487,000000148429,000000005892,000000034479,000000041619,000000217600,000000192002,000000003482,000000013268,000000023228,000000013123,000000006466,000000069311,000000066777,000000001771,000000006385,000000039910,000000004444,000000266339,000000002540,000000053308,000000311879,000000000000,000000275495,000000043435,000000000000,000000656616,000000010197,000000065066,000000002208,000000489579,000002130095,000000002549,000000004495,000000043791,000000016593,000000007060,000000013992,000000006119
T23,000000014173,000000023664,000000019167,000000022091,000000070820,000000059513,000000003784,000000000993,000000014417,000000023099,000000000364,000000030242,000000025287,000000018829,000000023626,000000016784,000000021006,000000029597,000000008164,000000012676,000000004707,000000048737,000000053243,000000013515,000000029730,000000035518,000000013765,000000005972,000000008668,000000013070,000000007542,000000003982,000000014164,000000011090,000000019376,000000016275,000000034741,000000060547,000000001934,000000014851,000000020838,000000024601,000000065100,000000020254,000000006114,000000019530,000000029426,000000015919,000000055615,000000026314
T24,000000184196,000000031419,000000155124,000000119535,000001827556,000000181149,000000216705,000000031707,000001085628,000000222207,000000087245,000000106080,000001262085,000000140574,000000366609,000000155959,000000186500,000000112287,000000079001,000000260438,000000307874,000000905923,000000513330,000000117185,000000246371,000000130830,000000087405,000000130064,000000081188,000000410037,000000114543,000000685740,000000416199,000000052712,000000617089,000000522798,000000366380,000000788763,000000053439,000000103447,000000040860,000000240933,000001016922,000000088229,000000057651,000000340399,000000330421,000000088967,000000292042,000000049722
T25,000000015260,000000000000,000000014507,000000013379,000000158918,000000015776,000000035670,000000000195,000000146516,000000034977,000000000264,000000006500,000000080038,000000199972,000000013518,000000010081,000000010457,000000011775,000000010119,000000027580,000000080131,000000045209,000000033766,000000025239,000000022865,000000003615,000000008030,000000013821,000000013184,000000035655,000000006087,000000107875,000000070988,000000003837,000000042847,000000013581,000000031207,000000053077,000000000560,000000031479,000000002291,000000039095,000000095731,000000009030,000000004922,000000034226,000000048981,000000002685,000000029896,000000001676
T27,000000009973,000000000226,000000000000,000000009795,000000086692,000000000000,000000000301,000000004057,000000027270,000000000000,000000011717,000000029304,000000000000,000000000000,000000006158,000000004361,000000007707,000000000666,000000000000,000000000000,000000000000,000000017232,000000000000,000000010367,000000019703,000000000005,000000000000,000000000000,000000005482,000000001098,000000000056,000000022152,000000000000,000000000004,000000003169,000000000005,000000011896,000000049083,000000000000,000000000000,000000000862,000000006118,000000017707,000000000000,000000000000,000000000000,000000013066,000000017161,000000000000,000000000000
T28,000000098814,000000009053,000000064497,000000027251,000002671360,000000042708,000000103821,000000201706,000000300104,000000090610,000000021794,000000043041,000000318762,000000035589,000000072327,000000022190,000000082205,000000077608,000000042271,000000123993,000000106235,000000184052,000000265654,000000074522,000000123014,000000029041,000000062898,000000160047,000000059239,000000365388,000000020158,000000148093,000000107435,000000034612,000000708964,000000180510,000000124231,000000576859,000000025099,000000090246,000000049584,000000147051,000000584977,000000024442,000000027087,000000137991,000000185711,000000036372,000000250760,000000013468
T29,000000000006,000000002563,000000011870,000000004250,000000003464,000000000517,000000004775,000000027157,000000000011,000000038790,000000001357,000000002986,000000004370,000000001334,000000004285,000000002763,000000003703,000000002806,000000001671,000000002138,000000073038,000000113358,000000036104,000000000704,000000050595,000000000747,000000020847,000000004088,000000002339,000000004099,000000000068,000000007838,000000003239,000000000000,000000004999,000000000379,000000003584,000000014094,000000001417,000000009830,000000010614,000000003858,000000026111,000000003112,000000001849,000000005196,000000038377,000000000236,000000002064,000000001011
T40,000002035538,000000000000,000002102361,000001528231,000032709761,000003235796,000003639362,000000710304,000000000000,000006271374,000001037854,000000843780,000007340982,000003644159,000001791129,000001776884,000002813947,000001867150,000001074826,000004681860,000008026149,000006519643,000005374550,000001020028,000003519844,000000535830,000001122893,000000000000,000000055118,000006735282,000000923113,000022648364,000007089142,000000199390,000007916410,000002113947,000004023579,000006661780,000000824870,000002334066,000000000000,000000115593,000000000000,000001572512,000000411343,000006775746,000000000000,000001055523,000005252500,000000000000
T41,000000242411,000000207075,000000389406,000000176875,000006803559,000000199853,000000344684,000000208283,000001226980,000000484139,000000030603,000000093490,000001293188,000000729164,000000140031,000000124519,000000369572,000000198716,000000091188,000000379020,000001184610,000001843072,000000596584,000000288778,000000205729,000000044137,000000111597,000000000000,000000396162,000002397043,000000101546,000002089104,000000898369,000000055989,000000794645,000000104448,000000225501,000001189314,000000067118,000000173886,000000043976,000000612943,000000000000,000000148218,000000041641,000000328444,000000000000,000000182364,000000526500,000000000000
T50,000000033549,000000001222,000000096859,000000063551,000000932005,000000054299,000000197789,000000039000,000000558880,000000089793,000000015524,000000015947,000000236643,000000197975,000000072899,000000046952,000000097668,000000059093,000000030520,000000142123,000000181295,000000098565,000000127687,000000022413,000000078441,000000013306,000000015265,000000037250,000000056492,000000445311,000000028398,000000708010,000000131808,000000007304,000000100811,000000074928,000000051431,000000673547,000000027182,000000043744,000000027221,000000085407,000000256277,000000032978,000000015605,000000143325,000000124378,000000010836,000000068816,000000014982
T51,000000045839,000000000000,000000000000,000000021500,000000000000,000000000000,000000148394,000000075980,000002482800,000000000342,000000011818,000000000000,000000053516,000000000000,000000011836,000000000000,000000003365,000000000000,000000022275,000000141773,000000207902,000000275513,000000298279,000000000000,000000012464,000000000000,000000007670,000000005379,000000121381,000000164132,000000000000,000000619133,000000037979,000000000000,000000000000,000000010305,000000026719,000000384517,000000008813,000000038760,000000000144,000000150736,000000000000,000000000000,000000020066,000000282338,000000522617,000000008365,000000057400,000000000000
T53,000000104386,000000640856,000000014662,000000015213,000000012485,000000037245,000000000000,000000000000,000000046700,000000000000,000000000000,000000002450,000000000295,000000000652,000000000000,000000085271,000000172202,000000482340,000000000000,000000000000,000000000000,000000049118,000000023083,000000047241,000000000033,000000111095,000000001782,000000025162,000000000000,000000000000,000000483739,000000000000,000000001858,000000161253,000000008065,000000547951,000000025797,000000000000,000000000000,000000000000,000000002755,000000001095,000001501289,000000037788,000000000000,000000001608,000000038360,000000193680,000000003295,000000440757
T99,000000000000,000000000000,000000000000,000000007076,000000000000,000000000000,000000000000,000000000985,000000000000,000000027107,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000041480,000000000000,000000000944,000000000000,000000000000,000000000066,000000002859,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000030444,000000000000,000000020598,000000000081,000000000000,000000000000,000000031090,000000000000,000000000000,000000004158,000000066032,000000000000,000000000000,000000009141,000000000000
