"SITE_ID","YEAR","PRECIP","N_WET_NH4","N_WET_NO3","N_WET","N_DRY_HNO3","N_DRY_NO3","N_DRY_TNO3","N_DRY_NH4","N_DRY_NH3","N_DRY_NH3NET","N_DRY_NOM","N_DRY_NRED","N_DRY_NOXI","N_DRY","N_TOTAL_NRED","N_TOTAL_NOXI","N_TOTAL","S_WET_SO4","S_WET","S_DRY_SO2","S_DRY_SO4","S_DRY","S_TOTAL","NA_DRY","NA_WET","NA_TOTAL","MG_DRY","MG_WET","MG_TOTAL","K_DRY","K_WET","K_TOTAL","CA_DRY","CA_WET","CA_TOTAL","CL_DRY","CL_WET","CL_TOTAL"
"IRL141","2008.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2009.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2010.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2011.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2012.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2013.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2014.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2015.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2016.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2017.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2018.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2019.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"IRL141","2020.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0","-9999.0"
"EVE419","2001.0","161.004","1.2","1.92","3.12","1.059","0.602","1.661","0.194","0.19","-0.716","0.851","0.385","2.512","2.897","1.585","4.432","6.017","3.58","3.58","1.236","0.765","2.001","5.58","2.941","9.14","12.081","0.393","1.056","1.449","0.221","0.914","1.135","0.836","2.049","2.885","4.42","16.531","20.951"
"EVE419","2002.0","150.502","1.386","1.925","3.311","1.144","0.523","1.667","0.16","0.19","-0.716","0.851","0.35","2.518","2.868","1.737","4.443","6.179","3.57","3.57","1.101","0.653","1.754","5.325","2.677","6.162","8.839","0.353","0.735","1.087","0.183","0.585","0.768","0.495","1.514","2.009","4.42","10.99","15.409"
"EVE419","2003.0","163.983","1.253","2.027","3.28","1.114","0.522","1.636","0.16","0.367","-0.621","0.841","0.527","2.477","3.005","1.78","4.505","6.285","4.444","4.444","1.291","0.709","2.0","6.444","2.71","6.847","9.557","0.375","0.942","1.317","0.191","1.165","1.356","0.512","2.091","2.603","4.42","12.37","16.789"
"EVE419","2004.0","126.804","1.399","1.383","2.781","1.336","0.591","1.927","0.169","0.353","-0.543","0.721","0.523","2.648","3.17","1.921","4.031","5.952","3.228","3.228","0.919","0.924","1.844","5.072","3.544","6.206","9.75","0.501","0.718","1.218","0.277","0.34","0.616","0.703","1.183","1.886","4.62","10.913","15.534"
"EVE419","2005.0","171.886","2.002","2.543","4.545","1.484","0.568","2.053","0.212","0.437","-0.524","0.725","0.649","2.777","3.426","2.651","5.321","7.972","6.732","6.732","1.481","0.928","2.409","9.141","3.306","14.83","18.136","0.47","1.767","2.237","0.25","0.859","1.109","0.67","2.597","3.266","3.55","26.004","29.554"
"EVE419","2006.0","143.222","1.783","2.434","4.217","1.483","0.575","2.059","0.208","0.439","-0.481","0.673","0.646","2.732","3.378","2.429","5.166","7.595","3.334","3.334","0.995","0.912","1.906","5.24","3.955","6.028","9.983","0.574","0.76","1.335","0.258","0.719","0.977","0.671","2.033","2.703","5.285","10.674","15.959"
"EVE419","2007.0","192.967","1.912","2.03","3.941","1.031","0.583","1.613","0.237","0.934","-0.009","0.66","1.171","2.273","3.444","3.082","4.303","7.385","3.993","3.993","1.025","0.898","1.922","5.916","3.558","8.006","11.564","0.498","1.01","1.508","0.247","1.524","1.77","0.708","1.965","2.673","4.667","14.195","18.862"
"EVE419","2008.0","160.189","1.07","1.678","2.748","0.96","0.497","1.457","0.166","0.65","-0.208","0.577","0.816","2.034","2.851","1.886","3.712","5.598","3.708","3.708","0.677","0.849","1.527","5.234","3.785","10.535","14.32","0.515","1.317","1.832","0.26","1.272","1.532","0.61","2.035","2.645","4.944","19.394","24.339"
"EVE419","2009.0","154.601","1.402","1.879","3.281","0.593","0.432","1.025","0.168","0.459","-0.361","0.458","0.627","1.483","2.11","2.029","3.362","5.391","2.999","2.999","0.586","0.683","1.27","4.268","3.025","5.953","8.979","0.415","0.737","1.151","0.217","0.616","0.833","0.508","1.804","2.312","4.174","10.539","14.713"
"EVE419","2010.0","140.995","1.009","1.609","2.618","0.873","0.481","1.354","0.231","0.665","-0.208","0.498","0.896","1.852","2.749","1.905","3.461","5.366","2.975","2.975","0.664","0.733","1.397","4.372","3.226","6.044","9.27","0.438","0.74","1.178","0.229","0.656","0.885","0.528","1.298","1.827","4.328","10.65","14.978"
"EVE419","2011.0","132.368","1.338","1.681","3.019","0.978","0.47","1.448","0.199","0.592","-0.228","0.441","0.791","1.888","2.68","2.129","3.57","5.698","2.916","2.916","0.443","0.71","1.153","4.069","2.898","9.593","12.492","0.387","1.24","1.627","0.213","0.554","0.767","0.507","1.458","1.965","3.611","17.262","20.874"
"EVE419","2012.0","157.371","1.183","1.499","2.682","0.64","0.449","1.088","0.22","0.614","-0.346","0.456","0.834","1.545","2.379","2.017","3.044","5.061","2.887","2.887","0.464","0.801","1.265","4.152","3.326","9.632","12.958","0.456","1.196","1.653","0.232","0.792","1.024","0.601","1.522","2.124","4.649","17.384","22.033"
"EVE419","2013.0","146.736","1.771","1.478","3.249","0.54","0.456","0.996","0.185","0.52","-0.397","0.439","0.705","1.435","2.141","2.476","2.913","5.39","2.886","2.886","0.417","0.706","1.122","4.008","3.254","7.926","11.18","0.435","1.011","1.446","0.209","1.238","1.447","1.564","1.253","2.817","4.81","14.312","19.122"
"EVE419","2014.0","110.075","1.617","1.696","3.313","0.7","0.429","1.129","0.178","0.643","-0.237","0.359","0.82","1.488","2.308","2.437","3.184","5.621","2.532","2.532","0.526","0.625","1.152","3.683","2.884","5.882","8.766","0.38","0.789","1.169","0.203","1.062","1.265","0.59","1.457","2.047","3.931","10.439","14.37"
"EVE419","2015.0","136.447","2.631","1.901","4.532","0.657","0.354","1.011","0.209","1.093","0.182","0.328","1.303","1.339","2.641","3.934","3.24","7.173","3.204","3.204","0.454","0.682","1.136","4.34","3.236","7.708","10.944","0.422","1.142","1.564","0.197","2.299","2.495","0.385","2.175","2.56","4.76","14.123","18.883"
"EVE419","2016.0","119.865","1.546","1.621","3.167","0.639","0.416","1.055","0.219","0.86","-0.039","0.369","1.079","1.425","2.503","2.625","3.045","5.67","2.965","2.965","0.477","0.699","1.176","4.14","3.442","9.43","12.872","0.445","1.203","1.648","0.228","0.872","1.1","0.519","1.596","2.116","5.173","16.92","22.093"
"EVE419","2017.0","197.033","1.331","2.17","3.501","0.652","0.442","1.094","0.229","1.137","0.179","0.348","1.366","1.442","2.808","2.697","3.612","6.309","2.774","2.774","0.623","0.854","1.478","4.251","4.192","7.804","11.996","0.555","1.038","1.593","0.273","0.608","0.881","0.998","1.818","2.816","6.109","14.439","20.549"
"EVE419","2018.0","120.578","1.71","1.575","3.285","0.677","0.439","1.116","0.224","1.137","0.179","0.348","1.362","1.463","2.825","3.072","3.038","6.11","2.223","2.223","0.396","0.826","1.221","3.444","3.761","7.563","11.324","0.492","0.985","1.476","0.255","1.763","2.018","1.018","1.775","2.793","5.665","13.655","19.32"
"EVE419","2019.0","139.827","2.253","1.552","3.806","0.605","0.416","1.022","0.215","1.137","0.179","0.348","1.352","1.369","2.721","3.606","2.921","6.527","2.761","2.761","0.404","0.781","1.185","3.946","3.369","8.728","12.097","0.437","1.204","1.641","0.221","2.462","2.684","0.627","1.956","2.584","4.847","16.101","20.948"
"EVE419","2020.0","184.556","1.53","1.403","2.933","0.539","0.395","0.934","0.197","1.137","0.179","0.348","1.334","1.282","2.616","2.864","2.685","5.549","2.772","2.772","0.357","0.753","1.11","3.883","3.749","11.343","15.092","0.499","1.369","1.868","0.254","3.206","3.46","0.591","1.519","2.11","5.881","20.474","26.355"
"SUM156","2001.0","148.912","0.814","1.871","2.685","2.666","0.187","2.853","0.236","0.423","-0.263","0.779","0.658","3.632","4.29","1.472","5.502","6.975","3.819","3.819","1.969","0.52","2.488","6.307","1.021","4.888","5.908","0.156","0.568","0.724","0.101","0.31","0.411","0.195","1.025","1.22","0.271","8.597","8.868"
"SUM156","2002.0","152.642","1.153","2.192","3.346","3.469","0.165","3.634","0.214","0.423","-0.263","0.779","0.636","4.414","5.05","1.79","6.606","8.395","4.482","4.482","1.814","0.526","2.34","6.822","1.03","6.5","7.53","0.142","0.748","0.89","0.107","0.353","0.46","0.185","1.182","1.367","0.271","11.313","11.584"
"SUM156","2003.0","187.262","1.469","2.233","3.702","3.296","0.125","3.421","0.214","0.422","-0.337","0.798","0.636","4.219","4.855","2.105","6.452","8.557","4.55","4.55","1.895","0.453","2.348","6.898","0.745","5.779","6.524","0.111","0.695","0.806","0.104","0.545","0.649","0.157","1.059","1.216","0.271","10.155","10.425"
"SUM156","2004.0","155.308","1.015","1.969","2.984","3.219","0.175","3.394","0.244","0.495","-0.25","0.763","0.739","4.156","4.896","1.754","6.126","7.88","3.528","3.528","1.953","0.595","2.548","6.076","1.152","3.224","4.376","0.165","0.412","0.577","0.117","0.285","0.402","0.2","0.967","1.167","0.595","5.597","6.192"
"SUM156","2005.0","181.153","1.676","2.268","3.944","3.421","0.132","3.554","0.296","0.709","-0.17","0.78","1.004","4.334","5.338","2.68","6.602","9.282","4.722","4.722","2.353","0.674","3.026","7.748","0.858","7.575","8.434","0.132","0.918","1.05","0.104","0.471","0.576","0.179","1.375","1.553","0.324","13.333","13.657"
"SUM156","2006.0","133.69","1.281","1.98","3.261","3.414","0.141","3.555","0.251","0.584","-0.196","0.745","0.836","4.3","5.136","2.117","6.28","8.396","4.339","4.339","2.157","0.559","2.716","7.055","0.884","4.532","5.416","0.139","0.59","0.729","0.096","0.314","0.409","0.208","1.022","1.229","0.425","8.034","8.459"
"SUM156","2007.0","116.662","0.735","1.369","2.104","3.128","0.209","3.337","0.311","0.815","-0.028","0.712","1.126","4.048","5.174","1.861","5.417","7.279","2.919","2.919","2.185","0.581","2.765","5.685","1.036","3.246","4.282","0.163","0.392","0.555","0.109","0.193","0.301","0.263","0.611","0.874","0.529","5.816","6.345"
"SUM156","2008.0","165.294","0.769","1.652","2.421","2.557","0.24","2.797","0.252","1.212","0.484","0.68","1.464","3.477","4.941","2.234","5.128","7.362","3.621","3.621","1.519","0.627","2.146","5.767","1.538","5.164","6.702","0.219","0.661","0.88","0.151","0.325","0.476","0.308","1.307","1.615","0.855","9.191","10.046"
"SUM156","2009.0","176.396","1.755","2.118","3.873","1.763","0.237","2.0","0.246","1.041","0.33","0.612","1.287","2.612","3.899","3.042","4.73","7.772","3.877","3.877","1.004","0.544","1.548","5.425","1.289","6.642","7.93","0.184","0.821","1.005","0.172","0.471","0.644","0.438","1.497","1.934","1.063","11.476","12.539"
"SUM156","2010.0","145.669","1.068","1.581","2.649","2.217","0.16","2.378","0.262","1.078","0.343","0.627","1.34","3.004","4.345","2.408","4.586","6.994","2.93","2.93","1.075","0.499","1.574","4.504","1.041","4.261","5.302","0.167","0.543","0.711","0.149","0.302","0.451","0.215","0.925","1.14","0.626","7.53","8.155"
"SUM156","2011.0","118.097","0.991","1.345","2.336","2.472","0.147","2.618","0.267","1.028","0.316","0.589","1.295","3.207","4.503","2.287","4.552","6.839","2.353","2.353","0.863","0.514","1.377","3.73","0.983","3.333","4.315","0.142","0.456","0.598","0.127","0.246","0.373","0.221","0.761","0.982","0.606","5.933","6.539"
"SUM156","2012.0","111.5","0.799","1.454","2.253","1.647","0.177","1.824","0.23","1.026","0.227","0.561","1.256","2.385","3.642","2.055","3.84","5.895","2.261","2.261","0.674","0.499","1.173","3.434","1.151","3.827","4.978","0.164","0.505","0.668","0.116","0.26","0.376","0.194","0.758","0.952","0.87","6.734","7.604"
"SUM156","2013.0","195.783","1.057","1.838","2.895","1.569","0.179","1.748","0.214","1.148","0.4","0.612","1.362","2.361","3.723","2.42","4.198","6.618","3.24","3.24","0.738","0.47","1.207","4.447","1.191","5.732","6.923","0.162","0.778","0.94","0.112","0.4","0.512","0.182","1.119","1.301","0.844","10.221","11.065"
"SUM156","2014.0","208.681","1.305","1.791","3.096","1.88","0.117","1.998","0.199","1.512","0.769","0.608","1.71","2.605","4.316","3.015","4.396","7.412","3.282","3.282","0.754","0.36","1.114","4.395","0.656","4.05","4.707","0.1","0.529","0.629","0.084","0.34","0.424","0.17","0.821","0.991","0.319","7.369","7.688"
"SUM156","2015.0","172.627","0.864","1.402","2.266","1.68","0.171","1.851","0.21","1.223","0.405","0.57","1.433","2.421","3.854","2.297","3.823","6.12","2.054","2.054","0.687","0.409","1.096","3.15","0.962","3.481","4.443","0.136","0.463","0.599","0.397","0.229","0.626","0.171","0.645","0.817","0.753","6.247","7.0"
"SUM156","2017.0","147.892","1.01","1.545","2.556","1.316","0.213","1.529","0.245","1.337","0.497","0.489","1.582","2.019","3.601","2.592","3.564","6.156","2.106","2.106","0.757","0.444","1.202","3.308","1.199","3.598","4.797","0.171","0.499","0.671","0.144","0.305","0.449","0.238","0.851","1.089","1.169","6.622","7.791"
"SUM156","2018.0","228.729","1.395","2.031","3.426","1.157","0.207","1.364","0.221","1.337","0.497","0.489","1.558","1.853","3.411","2.953","3.884","6.836","2.679","2.679","0.49","0.384","0.874","3.553","1.113","5.212","6.326","0.182","0.701","0.883","0.129","0.599","0.728","0.212","1.165","1.377","0.934","9.414","10.348"
"SUM156","2019.0","138.291","0.868","1.348","2.216","1.341","0.196","1.537","0.191","1.337","0.497","0.489","1.528","2.026","3.555","2.396","3.374","5.771","1.844","1.844","0.48","0.402","0.882","2.726","1.141","4.253","5.395","0.164","0.531","0.695","0.119","0.301","0.42","0.218","0.745","0.963","1.01","7.766","8.776"
"SUM156","2020.0","152.095","2.368","1.514","3.882","1.21","0.23","1.439","0.21","1.337","0.497","0.489","1.547","1.929","3.476","3.916","3.442","7.358","2.074","2.074","0.509","0.423","0.932","3.006","1.333","3.455","4.788","0.193","0.476","0.668","0.162","0.486","0.648","0.269","1.165","1.434","1.447","6.155","7.602"
"SUM156","2016.0","150.901","1.094","1.738","2.831","1.343","0.211","1.553","0.205","1.198","0.366","0.506","1.403","2.059","3.462","2.496","3.797","6.293","2.502","2.502","0.57","0.421","0.991","3.493","1.234","4.149","5.383","0.167","0.569","0.736","0.116","0.295","0.411","0.217","0.833","1.05","1.193","7.422","8.616"
"GAS153","2001.0","106.62","1.218","1.552","2.771","3.627","0.135","3.763","0.243","0.565","-0.335","1.901","0.808","5.664","6.472","2.026","7.217","9.243","3.537","3.537","5.744","0.275","6.019","9.556","0.273","1.312","1.585","0.05","0.213","0.264","0.055","0.384","0.439","0.145","0.64","0.785","0.114","2.421","2.535"
"GAS153","2002.0","125.193","2.518","2.04","4.558","3.718","0.093","3.81","0.237","0.565","-0.335","1.901","0.802","5.712","6.513","3.319","7.752","11.071","4.885","4.885","5.395","0.265","5.66","10.545","0.245","1.478","1.723","0.041","0.25","0.291","0.054","1.1","1.154","0.113","0.751","0.865","0.114","2.692","2.806"
"GAS153","2003.0","143.424","2.863","2.217","5.08","3.094","0.078","3.172","0.223","0.591","-0.306","1.908","0.814","5.08","5.894","3.677","7.297","10.974","5.291","5.291","5.13","0.24","5.37","10.661","0.155","2.165","2.32","0.034","0.33","0.364","0.05","0.874","0.924","0.113","1.19","1.304","0.114","4.001","4.115"
