,Year,State,Tax,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE,PRECIP,N_WET_NH4,N_WET_NO3,N_WET,N_DRY_HNO3,N_DRY_NO3,N_DRY_TNO3,N_DRY_NH4,N_DRY_NH3,N_DRY_NH3NET,N_DRY_NOM,N_DRY_NRED,N_DRY_NOXI,N_DRY,S_WET_SO4,S_WET,S_DRY_SO2,S_DRY_SO4,S_DRY,NA_DRY,NA_WET,MG_DRY,MG_WET,K_DRY,K_WET,CA_DRY,CA_WET,CL_DRY,CL_WET
420,2011,TN,11397010.0,6399291,3118831,3280460,2494946,2589665,510355,571535,14251,12635,46840,52468,2974,2620,49465,51537,2540525,2636894,535678,598545,32394,31639,58001,63924,4974,4714,2956567,3142826,2355347,2471998,501570,563248,8420,8251,45514,51174,1494,1503,44222,46652,2396254,2514927,524406,587824,23996,24931,55604,61572,3122,3272,162264,137634,139599,117667,8785,8287,5831,4384,1326,1294,1480,1117,5243,4885,144271,121967,11272,10721,8398,6708,2397,2352,1852,1442,170.69233333333332,2.8256666666666668,2.3023333333333333,5.128,2.0943333333333336,0.06866666666666667,2.162333333333333,0.21133333333333335,1.1873333333333334,0.25633333333333336,0.9683333333333334,1.399,3.1310000000000002,4.5296666666666665,4.136666666666667,4.136666666666667,1.4533333333333331,0.18266666666666667,1.6363333333333332,0.11466666666666668,1.2336666666666667,0.03166666666666667,0.3163333333333333,0.03833333333333333,0.549,0.17533333333333334,1.9476666666666667,0.05333333333333334,2.106
421,2011,TX,43146096.0,25645629,12719868,12925761,10332413,10405165,1516590,1623026,131372,124667,512450,540685,16421,16131,210622,216087,10521486,10598016,1605576,1717099,206513,202108,583661,612491,28667,28925,7815012,8080834,5689736,5817555,1429388,1532215,41187,41640,491824,519851,9572,9675,153305,159898,5826925,5959406,1495479,1603433,89666,93280,548117,576934,17781,18719,4904856,4844927,4642677,4587610,87202,90811,90185,83027,20626,20834,6849,6456,57317,56189,4694561,4638610,110097,113666,116847,108828,35544,35557,10886,10206,38.63433333333334,1.1163333333333334,0.7113333333333333,1.8273333333333335,1.6580000000000001,0.2783333333333333,1.936333333333333,0.206,0.5873333333333334,-0.08433333333333333,0.4543333333333333,0.7933333333333333,2.390333333333333,3.183666666666667,1.4953333333333332,1.4953333333333332,0.8396666666666667,0.31466666666666665,1.154,0.763,1.3259999999999998,0.17233333333333334,0.22766666666666666,0.13466666666666668,0.17,0.7863333333333333,1.6093333333333335,0.5213333333333333,2.212666666666667
422,2011,UT,5516864.0,2814384,1413827,1400557,1300040,1289497,19772,15157,20986,20723,28313,32359,13851,12755,30865,30066,1328650,1317601,27346,22450,30581,30314,40202,43995,20428,18740,1223743,1221670,1130250,1129267,15720,11504,13443,14017,26708,30844,12865,11809,24757,24229,1153140,1151915,21645,17232,19803,20411,37145,41044,18740,17212,190084,178887,169790,160230,4052,3653,7543,6706,1605,1515,986,946,6108,5837,175510,165686,5701,5218,10778,9903,3057,2951,1688,1528,24.688000000000002,0.4795,0.4675,0.9475,0.5615000000000001,0.0435,0.6045,0.0445,0.128,-0.13,0.163,0.173,0.7675000000000001,0.9405,0.431,0.431,0.121,0.03,0.15200000000000002,0.04,0.17149999999999999,0.0195,0.1425,0.0285,0.0525,0.1565,1.3565,0.0245,0.1925
423,2011,VA,17416204.0,8101155,3978133,4123022,2866328,2913725,762794,832109,22012,20190,221592,247083,4396,4074,101011,105841,2956156,3006666,812287,886276,47850,48502,262688,288900,9089,8882,3634602,3805074,2578209,2648870,737508,806675,10557,10631,217616,243229,2648,2803,88064,92866,2656509,2730369,780329,853950,30871,33512,255202,281533,6543,6798,343531,317948,288119,264855,25286,25434,11455,9559,3976,3854,1748,1271,12947,12975,299647,276297,31958,32326,16979,14990,7486,7367,2546,2084,138.15566666666666,2.1300000000000003,1.7409999999999999,3.870333333333333,3.1213333333333337,0.11566666666666665,3.236333333333333,0.31633333333333336,1.9749999999999999,1.5590000000000002,1.0086666666666666,2.2916666666666665,4.245,6.536666666666666,3.142333333333333,3.142333333333333,2.909333333333333,0.266,3.1756666666666664,0.15266666666666667,1.0296666666666667,0.038,0.23199999999999998,0.041666666666666664,0.433,0.14866666666666667,1.053,0.08533333333333333,1.7770000000000001
424,2011,VT,2687926.0,627049,309164,317885,295071,303361,3824,3022,1203,1147,3833,4888,92,80,5141,5387,300052,308610,5467,4692,3721,3850,5104,6223,265,237,304083,313076,290837,299369,3558,2801,1042,1006,3781,4808,78,64,4787,5028,295502,304285,4997,4276,3380,3531,5001,6086,235,211,5081,4809,4234,3992,266,221,161,141,52,80,14,16,354,359,4550,4325,470,416,341,319,103,137,30,26,174.188,2.8129999999999997,2.7275,5.541,1.4735,0.076,1.55,0.187,1.1085,0.9205000000000001,0.613,1.2955,2.1625,3.458,3.698,3.698,0.5815,0.158,0.7395,0.1465,0.6859999999999999,0.027999999999999997,0.265,0.043,0.722,0.0825,1.355,0.1235,1.2555
425,2011,WA,17411033.0,6826627,3402585,3424042,2793175,2795072,141278,120955,64048,62345,238646,277104,22715,22378,142723,146188,2921838,2927362,185308,165887,113521,115115,302121,340460,38052,37784,2994774,3047470,2444669,2474629,130047,110502,44918,45125,232317,270924,20427,20292,122396,125998,2555229,2588891,167501,148933,83712,87508,289289,327586,33660,33475,407811,376572,348506,320443,11231,10453,19130,17220,6329,6180,2288,2086,20327,20190,366609,338471,17807,16954,29809,27607,12832,12874,4392,4309,145.75875,0.629,0.7749999999999999,1.404,0.514,0.035750000000000004,0.5495,0.06525,0.47125,-0.70525,0.47175,0.5365,1.02125,1.55775,0.90475,0.90475,0.31675,0.0855,0.40225,0.155,1.88875,0.0275,0.24425,0.04425,0.20925,0.0465,0.39925,0.11925000000000001,3.32775
426,2011,WI,15347327.0,5705288,2831955,2873333,2505027,2534918,182268,189092,30863,30641,66978,70500,1371,1227,45448,46955,2547377,2578607,204715,212657,47235,47883,78144,81698,3039,2804,2651898,2708088,2346904,2391107,174681,181415,24524,24713,65681,69229,877,791,39231,40833,2383564,2429182,193944,201800,37699,38897,75959,79528,2287,2147,180057,165245,158123,143811,7587,7677,6339,5928,1297,1271,494,436,6217,6122,163813,149425,10771,10857,9536,8986,2185,2170,752,657,93.345,3.694,2.093,5.787,1.572,0.17,1.742,0.234,3.823,3.417,0.491,4.056,2.233,6.289,2.429,2.429,0.772,0.113,0.885,0.053,0.235,0.051,0.224,0.044,0.242,0.262,1.795,0.062,0.403
427,2011,WV,5210925.0,1856301,915962,940339,858983,887872,34881,29642,2201,1897,6352,7259,268,260,13277,13409,871691,900720,42116,36950,6999,6904,8473,9276,679,684,903081,929347,848042,878428,34020,28996,1897,1719,6235,7165,210,212,12677,12827,860209,890738,40916,36003,6417,6433,8222,9081,584,584,12881,10992,10941,9444,861,646,304,178,117,94,58,48,600,582,11482,9982,1200,947,582,471,251,195,95,100,150.0075,2.6825,2.718,5.4005,1.934,0.0775,2.011,0.2535,0.8455,0.42499999999999993,1.6829999999999998,1.099,3.694,4.792999999999999,5.3715,5.3715,2.544,0.2315,2.7755,0.075,0.6065,0.0315,0.2505,0.047,0.611,0.254,1.8365,0.062,1.0855
428,2011,WY,2271704.0,567299,289263,278036,270946,260599,3326,2168,7525,7254,2117,2715,270,226,5079,5074,275804,265431,4673,3562,10238,9906,3311,3943,604,546,262215,253605,246916,238954,2938,1814,6002,5944,1951,2540,186,167,4222,4186,250965,242968,4045,2935,8167,8034,3012,3602,456,441,27048,24431,24030,21645,388,354,1523,1310,166,175,84,59,857,888,24839,22463,628,627,2071,1872,299,341,148,105,58.955125,1.02725,0.6541250000000001,1.68125,0.55375,0.04825,0.6025,0.06974999999999999,0.43274999999999997,0.21275,0.199625,0.5025,0.802125,1.30475,0.664625,0.664625,0.195625,0.04225,0.238,0.037875,0.217625,0.021249999999999998,0.114125,0.033375,0.174125,0.195375,1.12075,0.026875,0.292375
429,2012,AL,9049294.0,4815588,2335710,2479878,1658393,1712671,594684,680944,16661,16202,28606,32179,2779,2191,34587,35691,1689546,1744410,610795,698045,32044,32100,35840,39599,4192,3766,2231644,2393289,1571017,1639927,587518,674578,12949,13404,27813,31537,1113,1048,31234,32795,1599310,1669241,602075,690256,26598,27862,34376,38329,2170,2287,104066,86589,87376,72744,7166,6366,3712,2798,793,642,1666,1143,3353,2896,90236,75169,8720,7789,5446,4238,1464,1270,2022,1479,124.257,2.721,1.419,4.139,2.191,0.161,2.352,0.265,3.049,2.311,1.181,3.314,3.533,6.846,2.607,2.607,1.183,0.173,1.356,0.185,1.131,0.045,0.298,0.062,1.377,0.204,0.907,0.11,1.964
430,2012,AR,8287744.0,2952164,1450121,1502043,1167131,1194749,218660,240758,13688,13572,20428,22267,3993,3661,26221,27036,1191567,1219850,228793,251274,27120,27545,25156,27112,5068,4739,1344471,1408581,1072225,1110860,215228,237718,10428,10699,19666,21576,3390,3203,23534,24525,1094194,1133672,224480,247452,22227,23112,23877,25932,4246,4073,105650,93462,94906,83889,3432,3040,3260,2873,762,691,603,458,2687,2511,97373,86178,4313,3822,4893,4433,1279,1180,822,666,101.716,1.347,1.465,2.813,2.155,0.109,2.264,0.207,1.439,0.929,0.965,1.647,3.229,4.876,2.437,2.437,0.841,0.19,1.031,0.205,1.335,0.044,0.265,0.056,0.785,0.199,1.295,0.063,2.314
431,2012,AZ,12996421.0,6554978,3258998,3295980,2742618,2776242,155545,142716,172031,175931,97249,110127,9044,7725,82511,83239,2816385,2850828,187074,174796,202805,207154,126754,139373,15594,14433,2266732,2313693,1848224,1888975,134839,121527,129612,136490,88926,101764,6429,5175,58702,59762,1900505,1942480,158536,145678,148067,155730,111657,124228,11224,10199,992266,982287,894394,887267,20706,21189,42419,39441,8323,8363,2615,2550,23809,23477,915880,908348,28538,29118,54738,51424,15097,15145,4370,4234,30.332000000000004,0.7949999999999999,0.6653333333333333,1.4606666666666666,1.0366666666666668,0.09033333333333333,1.1266666666666667,0.10533333333333333,0.413,0.20033333333333334,0.19166666666666668,0.5183333333333333,1.3183333333333334,1.8366666666666667,0.5266666666666667,0.5266666666666667,0.21066666666666667,0.081,0.29200000000000004,0.10333333333333333,0.20000000000000004,0.034666666666666665,0.107,0.03666666666666667,0.08833333333333333,0.266,0.9556666666666667,0.06266666666666666,0.317
432,2012,CA,115178568.0,37948800,18848732,19100068,14024058,13963596,1235806,1268365,320152,308919,2502799,2775639,92969,94029,672948,689520,14614070,14565619,1428483,1471845,522483,521977,2857402,3132384,163837,168034,11561379,11921101,7461133,7506714,1086128,1111596,81688,83347,2390915,2661581,67904,69260,473611,488603,7873069,7929817,1223762,1258104,188434,200753,2669675,2941816,119846,124016,7287353,7178967,6562925,6456882,149678,156769,238464,225572,111884,114058,25065,24769,199337,200917,6741001,6635802,204721,213741,334049,321224,187727,190568,43991,44018,63.82425,0.8195,0.46699999999999997,1.2867499999999998,3.156625,0.228625,3.3853750000000002,0.252875,3.15175,2.918,0.3135,3.404875,3.698875,7.103625,0.46225,0.46225,0.40675,0.14200000000000002,0.54875,0.306875,0.7216250000000001,0.066375,0.126625,0.080625,0.127875,0.2745,0.373,0.16037500000000002,1.282875
433,2012,CO,10262977.0,5192647,2603202,2589445,2296138,2280942,118578,106806,41281,39605,71760,85507,4701,4487,70744,72098,2360887,2347098,144032,132625,69354,68794,96783,110763,9212,9041,2049063,2055100,1803847,1807853,105927,93742,16574,16059,67584,81371,3253,3070,51878,53005,1851369,1856496,125528,113800,33135,33449,88479,102455,6651,6506,554139,534345,492291,473089,12651,13064,24707,23546,4176,4136,1448,1417,18866,19093,509518,490602,18504,18825,36219,35345,8304,8308,2561,2535,55.6695,0.7464999999999999,0.74575,1.49225,1.1925,0.13025,1.3227499999999999,0.16549999999999998,0.5385,0.38125,0.28,0.704,1.6027500000000001,2.3064999999999998,0.61675,0.61675,0.15575,0.10125,0.257,0.09925,0.19275,0.051750000000000004,0.13574999999999998,0.06974999999999999,0.11574999999999999,0.3965,1.79175,0.0635,0.206
434,2012,CT,15480865.0,3594547,1751238,1843309,1438352,1505825,192111,210401,9063,8708,73156,78410,1952,1661,36604,38304,1470409,1539198,213357,233765,19289,19883,84016,89003,3934,3424,1496022,1587168,1227495,1295762,165809,181523,3702,3804,71207,76538,600,646,27209,28895,1251317,1320762,180437,197899,11005,11848,80516,85948,1898,1948,255216,256141,210857,210063,26302,28878,5361,4904,1949,1872,1352,1015,9395,9409,219092,218436,32920,35866,8284,8035,3500,3055,2036,1476,105.565,1.473,1.515,2.988,2.495,0.175,2.67,0.209,1.414,0.851,1.129,1.623,3.799,5.422,1.805,1.805,1.028,0.216,1.244,0.336,1.829,0.056,0.272,0.049,0.17,0.111,0.621,0.238,3.229
435,2012,FL,32997012.0,19297822,9434998,9862824,7413424,7680208,1549924,1669596,48928,44332,234672,272807,10313,9827,177737,186054,7566607,7839180,1648212,1773588,95267,93740,293126,334496,23172,23382,7209590,7582163,5374590,5584267,1439589,1557852,24900,24645,225208,263130,5820,5814,139483,146455,5492903,5707199,1513391,1636096,60310,62897,275134,315921,16415,17099,2225408,2280661,2038834,2095941,110335,111744,24028,19687,9464,9677,4493,4013,38254,39599,2073704,2131981,134821,137492,34957,30843,17992,18575,6757,6283,134.4355,0.9910000000000001,1.4765000000000001,2.4675000000000002,1.1435,0.313,1.456,0.225,0.8200000000000001,-0.05949999999999998,0.5085000000000001,1.045,1.9649999999999999,3.0105,2.574,2.574,0.5690000000000001,0.65,1.2189999999999999,2.2385,6.7295,0.31,0.8505,0.17400000000000002,0.526,0.39749999999999996,1.1400000000000001,2.7595,12.059000000000001
436,2012,GA,16715216.0,9901430,4834230,5067200,3086237,3118582,1456206,1643182,26403,23212,171440,182781,5760,5135,88184,94308,3161620,3197745,1507295,1700594,53819,53109,197146,209604,10022,9713,4362377,4652765,2689548,2775185,1416683,1603348,10982,11266,167416,179115,2947,2794,74801,81057,2753395,2842946,1460090,1652799,32423,35451,190516,203197,6307,6566,471853,414435,396689,343397,39523,39834,15421,11946,4024,3666,2813,2341,13383,13251,408225,354799,47205,47795,21396,17658,6630,6407,3715,3147,117.348,1.987,1.228,3.216,1.705,0.104,1.809,0.206,1.182,0.355,1.127,1.388,2.936,4.324,2.235,2.235,1.165,0.172,1.337,0.255,1.291,0.044,0.235,0.054,0.715,0.125,0.587,0.121,2.289
437,2012,ID,3374291.0,1595324,798801,796523,749906,747687,6834,5001,13596,13379,9805,11724,1532,1382,17128,17350,766225,764308,10261,8454,21879,21783,15667,17541,3006,2868,702828,706898,663936,667715,5688,4007,8905,8953,9116,11036,1218,1103,13965,14084,677349,681302,8492,6791,15095,15233,14253,16170,2423,2325,95973,89625,85970,79972,1146,994,4691,4426,689,688,314,279,3163,3266,88876,83006,1769,1663,6784,6550,1414,1371,583,543,73.036,1.482,0.774,2.256,0.446,0.027,0.473,0.055,0.852,0.102,0.244,0.907,0.717,1.624,0.768,0.768,0.146,0.038,0.184,0.036,0.758,0.02,0.114,0.044,0.196,0.135,0.865,0.03,0.666
438,2012,IL,36257762.0,12882510,6320044,6562466,4962194,5064230,891845,1009327,38530,35640,312645,336046,3954,3758,110876,113465,5062907,5166539,945743,1066718,69260,67928,352290,375288,8487,8258,5247065,5547276,3981907,4139186,859727,976179,9533,9802,304987,328534,1676,1648,89235,91927,4062731,4221719,903517,1023118,30044,32090,340093,363279,5254,5282,1072979,1015190,980287,925044,32118,33148,28997,25838,7658,7512,2278,2110,21641,21538,1000176,944820,42226,43600,39216,35838,12197,12009,3233,2976,73.63333333333334,3.0706666666666664,1.8666666666666665,4.937666666666667,1.715,0.34,2.055,0.30666666666666664,1.4286666666666665,-1.0746666666666667,0.8079999999999999,1.7353333333333334,2.862666666666667,4.598333333333334,2.7756666666666665,2.7756666666666665,1.502,0.12,1.6223333333333334,0.10633333333333334,0.5543333333333332,0.137,0.34099999999999997,0.07466666666666666,0.20299999999999999,0.7686666666666667,2.6936666666666667,0.08966666666666667,0.8130000000000001
439,2012,IN,16289491.0,6537703,3218907,3318796,2791029,2863462,296279,320396,12963,12190,59622,61871,1876,1861,57138,59016,2844738,2918744,329109,354876,29574,29604,72333,74722,3955,4016,3005783,3123445,2602128,2691425,286599,310421,7207,7328,58167,60492,981,1062,50701,52717,2649902,2740891,316026,341560,20804,21846,69856,72225,2683,2872,213124,195351,188901,172037,9680,9975,5756,4862,1455,1379,895,799,6437,6299,194836,177853,13083,13316,8770,7758,2477,2497,1272,1144,78.5655,3.0125,1.907,4.919499999999999,1.9175,0.2455,2.1630000000000003,0.2625,1.8645,-0.7104999999999999,1.0565,2.1275,3.2190000000000003,5.3469999999999995,3.1235,3.1235,2.215,0.123,2.338,0.10200000000000001,0.5095000000000001,0.087,0.3325,0.059,0.4375,0.7364999999999999,2.034,0.0825,0.8405
440,2012,KS,7418341.0,2885257,1433837,1451420,1249627,1268197,90887,86741,17047,16643,36547,39412,1495,1299,38234,39128,1285053,1304409,108785,105170,33150,33333,44995,47891,2825,2726,1269850,1299799,1103273,1133533,85693,81586,11450,11691,35498,38406,1042,928,32894,33655,1133887,1164803,101157,97406,24634,25527,43000,45932,2126,2084,163987,151621,146354,134664,5194,5155,5597,4952,1049,1006,453,371,5340,5473,151166,139606,7628,7764,8516,7806,1995,1959,699,642,60.230999999999995,2.5730000000000004,1.4455,4.018,1.174,0.297,1.471,0.22,1.4304999999999999,-1.235,0.6085,1.6505,2.08,3.7295,1.737,1.737,0.562,0.1185,0.681,0.1355,0.438,0.0755,0.264,0.092,0.2025,1.9024999999999999,3.9095,0.0665,0.593
441,2012,KY,10619106.0,4386346,2159610,2226736,1913703,1975186,175386,177867,6526,5900,26431,29394,1789,1550,35775,36839,1947478,2009901,195941,199351,17578,17479,33365,36404,3120,2915,2080948,2162692,1845940,1920376,170729,173782,4472,4381,25745,28750,1175,1102,32887,34301,1877099,1952793,189846,193966,14192,14772,32085,35226,2291,2284,78662,64044,67763,54810,4657,4085,2054,1519,686,644,614,448,2888,2538,70379,57108,6095,5385,3386,2707,1280,1178,829,631,108.5972,2.4745999999999997,1.8974,4.3722,2.9336,0.139,3.0724,0.2712,1.8985999999999996,0.591,0.9644,2.1698,4.0372,6.206799999999999,2.8045999999999998,2.8045999999999998,2.3968,0.1876,2.5842,0.0922,0.6117999999999999,0.0378,0.1826,0.0442,0.23359999999999997,0.2406,1.3048,0.05,1.0124
442,2012,MD,17094560.0,5886992,2851608,3035384,1764624,1809384,828470,946446,16542,15333,166983,184745,2905,2746,72084,76730,1825920,1873299,869795,993044,35997,37110,193007,211171,6065,6220,2584432,2791477,1549734,1616162,801388,918872,6863,7351,163958,181744,1262,1410,61227,65938,1601535,1670709,836291,958815,21639,24568,187528,205674,3937,4371,267176,243907,214890,193222,27082,27574,9679,7982,3025,3001,1643,1336,10857,10792,224385,202590,33504,34229,14358,12542,5479,5497,2128,1849,102.15700000000001,1.7535,1.7229999999999999,3.4770000000000003,2.859,0.333,3.191,0.415,1.341,0.6045,1.5795,1.756,4.7705,6.5265,2.277,2.277,1.8635000000000002,0.34550000000000003,2.209,0.5329999999999999,2.3850000000000002,0.1055,0.363,0.08499999999999999,0.357,0.33699999999999997,0.7909999999999999,0.3185,4.3255
443,2012,ME,3777130.0,1327729,650094,677635,618955,646618,9965,7749,4398,4538,6350,8195,209,200,10217,10335,628896,656683,13180,10944,9402,9680,8903,10746,533,558,640863,668633,611275,639016,9471,7381,4109,4281,6227,8045,171,173,9610,9737,620638,648516,12378,10296,8846,9135,8655,10474,457,476,9231,9002,7680,7602,494,368,289,257,123,150,38,27,607,598,8258,8167,802,648,556,545,248,272,76,82,120.0124,1.2349999999999999,1.2048,2.44,0.7028000000000001,0.0872,0.7902,0.1206,0.37039999999999995,0.1658,0.32520000000000004,0.491,1.1154,1.6065999999999998,1.6867999999999999,1.6867999999999999,0.4004,0.2084,0.6088,0.403,2.1353999999999997,0.054400000000000004,0.3184,0.0546,0.24100000000000002,0.079,0.9187999999999998,0.39259999999999995,3.8034
444,2012,MI,23919741.0,9897145,4858860,5038285,3916541,4012135,671767,743077,35043,34861,128986,137131,1819,1805,104704,109276,4012943,4111986,724478,799862,73192,76727,155487,162822,5251,5306,4626183,4812726,3718233,3822079,657706,728083,27666,27885,127274,135324,1163,1202,94141,98153,3804994,3911750,704765,778894,60671,64166,152109,159346,4169,4203,232677,225559,198308,190056,14061,14994,7377,6976,1712,1807,656,603,10563,11123,207949,200236,19713,20968,12521,12561,3378,3476,1082,1103,81.73766666666667,3.326,2.0563333333333333,5.382666666666666,2.3000000000000003,0.20633333333333334,2.507,0.26033333333333336,2.059,0.233,0.8373333333333334,2.3196666666666665,3.344,5.663333333333333,2.6283333333333334,2.6283333333333334,1.619,0.1366666666666667,1.7560000000000002,0.07633333333333332,0.36066666666666664,0.077,0.318,0.049999999999999996,0.15966666666666665,0.38166666666666665,2.0446666666666666,0.08,0.5843333333333334
445,2012,MN,20560540.0,5376643,2670875,2705768,2306226,2339879,153346,147364,35372,35156,115597,121546,1579,1545,58755,60278,2360630,2395464,181767,176568,56035,57219,132543,138349,3647,3599,2533337,2580304,2189884,2234250,147968,142231,28205,28801,114060,120119,1048,1038,52172,53865,2238239,2283957,173077,168212,45502,47501,129925,135804,2795,2812,137538,125464,116342,105629,5378,5133,7167,6355,1537,1427,531,507,6583,6413,122391,111507,8690,8356,10533,9718,2618,2545,852,787,64.535,2.377,1.209,3.5854999999999997,0.6135,0.067,0.681,0.0785,1.5035,1.2425,0.272,1.5825,0.9530000000000001,2.5355,1.1555,1.1555,0.32299999999999995,0.045,0.3675,0.032,0.2005,0.031,0.23450000000000001,0.026000000000000002,0.16949999999999998,0.154,1.861,0.0315,0.2925
446,2012,MS,6953365.0,2983816,1449731,1534085,885849,904348,525174,588897,8590,8592,13291,14905,906,743,15921,16600,899587,918388,534336,598740,14299,14567,16834,18738,1734,1564,1401478,1498140,846351,875720,520608,584907,6896,7420,12926,14606,477,454,14220,15033,858701,888527,528837,593865,11807,12646,16068,18039,1118,1119,48253,35945,39498,28628,4566,3990,1694,1172,365,299,429,289,1701,1567,40886,29861,5499,4875,2492,1921,766,699,616,445,110.896,1.552,1.744,3.296,1.789,0.126,1.915,0.23,1.303,0.544,0.902,1.533,2.817,4.35,2.292,2.292,0.954,0.2,1.154,0.216,1.586,0.048,0.263,0.059,0.32,0.199,1.13,0.091,2.716
447,2012,MT,2459324.0,1003783,503999,499784,452534,447564,3333,2117,32583,33254,2867,4316,428,340,12254,12193,464264,459261,5547,4230,40877,41640,5242,6615,1013,889,487759,483918,440142,435529,3056,1905,30442,31051,2743,4149,363,279,11013,11005,450729,446122,4969,3753,37869,38600,4886,6214,860,751,16240,15866,12392,12035,277,212,2141,2203,124,167,65,61,1241,1188,13535,13139,578,477,3008,3040,356,401,153,138,117.272,0.742,0.668,1.411,0.661,0.037,0.698,0.068,0.59,0.365,0.329,0.658,1.028,1.685,0.579,0.579,0.103,0.05,0.153,0.038,0.242,0.031,0.081,0.046,0.173,0.167,0.541,0.029,0.299
448,2012,NC,22714557.0,9749476,4749609,4999867,3452277,3554213,1006926,1140780,75567,76161,116129,125364,5745,5324,92965,98025,3533050,3638155,1060166,1198482,108466,112164,139145,149164,9743,9548,4306985,4603012,3086558,3229784,972958,1107229,54001,57642,111973,121595,2949,2946,78546,83816,3154793,3301514,1018213,1156603,80172,87195,132220,142662,6091,6364,442624,396855,365719,324429,33968,33551,21566,18519,4156,3769,2796,2378,14419,14209,378257,336641,41953,41879,28294,24969,6925,6502,3652,3184,133.887,2.4403333333333332,1.8036666666666665,4.2443333333333335,1.7836666666666667,0.133,1.9166666666666667,0.25766666666666665,1.9428333333333334,1.5108333333333333,0.8956666666666666,2.2005,2.812333333333333,5.012666666666667,2.665,2.665,0.8843333333333333,0.25966666666666666,1.1438333333333333,0.4823333333333333,2.3706666666666667,0.0805,0.3511666666666667,0.07516666666666667,0.40166666666666667,0.15466666666666665,0.8805000000000001,0.4565000000000001,4.216333333333334
449,2012,ND,4146149.0,701176,356426,344750,320384,310181,6385,4420,19117,19705,4194,4129,205,192,6141,6123,326142,315940,8188,6159,22562,23280,5533,5385,477,443,347033,336686,312904,303878,6113,4210,18101,18714,4095,4034,177,163,5643,5687,318216,309249,7721,5779,21222,22030,5363,5211,415,382,9393,8064,7480,6303,272,210,1016,991,99,95,28,29,498,436,7926,6691,467,380,1340,1250,170,174,62,61,34.214,1.255,0.639,1.894,0.586,0.097,0.683,0.084,0.341,-0.196,0.193,0.425,0.876,1.301,0.603,0.603,0.368,0.048,0.416,0.078,0.181,0.05,0.14,0.038,0.089,0.346,0.896,0.039,0.209
450,2012,NE,4366617.0,1853303,920970,932333,826887,838513,45339,43565,12572,12341,17815,19254,1123,1003,17234,17657,842773,854749,53764,52331,18678,18718,22349,23741,1899,1834,826613,846899,744234,763617,42933,41355,7385,7701,17159,18649,549,506,14353,15071,757479,777489,50219,49098,11862,12611,21201,22652,1156,1164,94357,85434,82653,74896,2406,2210,5187,4640,656,605,574,497,2881,2586,85294,77260,3545,3233,6816,6107,1148,1089,743,670,38.23,2.502,0.973,3.476,1.416,0.182,1.597,0.166,4.222,-0.4,0.424,4.388,2.021,6.409,1.128,1.128,0.596,0.081,0.677,0.053,0.268,0.066,0.201,0.07,0.169,0.557,2.162,0.033,0.362
451,2012,NH,2205045.0,1324232,653544,670688,615739,633400,10150,8000,1931,1735,15469,17287,264,289,9991,9977,625325,642996,13742,11640,5793,5542,18661,20452,651,651,633144,650736,598579,616379,8668,6759,1413,1323,15271,17094,155,180,9058,9001,607330,625058,11698,9846,4918,4782,18272,20057,493,505,20400,19952,17160,17021,1482,1241,518,412,198,193,109,109,933,976,17995,17938,2044,1794,875,760,389,395,158,146,130.404,1.911,2.113,4.024,0.898,0.045,0.944,0.126,0.723,0.447,0.45,0.849,1.393,2.243,2.459,2.459,0.364,0.124,0.488,0.123,0.565,0.02,0.146,0.037,0.21,0.069,0.732,0.113,0.984
