,Year,State,Tax,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE,PRECIP,N_WET_NH4,N_WET_NO3,N_WET,N_DRY_HNO3,N_DRY_NO3,N_DRY_TNO3,N_DRY_NH4,N_DRY_NH3,N_DRY_NH3NET,N_DRY_NOM,N_DRY_NRED,N_DRY_NOXI,N_DRY,S_WET_SO4,S_WET,S_DRY_SO2,S_DRY_SO4,S_DRY,NA_DRY,NA_WET,MG_DRY,MG_WET,K_DRY,K_WET,CA_DRY,CA_WET,CL_DRY,CL_WET
96,2003,MT,1487019.0,990697,497234,493463,448325,443926,2735,1517,31552,32183,2588,3956,404,333,11630,11548,459448,455006,4770,3447,39572,40256,4770,6068,959,851,482616,479213,437009,432954,2496,1309,29785,30355,2490,3834,341,276,10495,10485,447090,443047,4254,3005,37002,37674,4459,5734,815,729,14618,14250,11316,10972,239,208,1767,1828,98,122,63,57,1135,1063,12358,11959,516,442,2570,2582,311,334,144,122,56.738,1.052,0.66,1.712,1.021,0.117,1.138,0.221,5.693,5.485,0.636,5.914,1.774,7.688,0.521,0.521,0.252,0.059,0.311,0.04,0.187,0.034,0.054,0.08,0.126,0.187,0.464,0.021,0.217
97,2003,NC,15848650.0,9574323,4670070,4904253,3415549,3508266,983608,1112675,74121,73904,105070,113636,5481,4909,86241,90863,3490181,3585709,1032413,1165693,105721,108354,126193,135482,9236,8849,4239063,4528823,3056464,3199119,952251,1082037,53182,56567,101560,110559,2801,2711,72805,77830,3119418,3265381,993741,1127506,78349,84976,120117,129895,5744,5891,431007,375430,359085,309147,31357,30638,20939,17337,3510,3077,2680,2198,13436,13033,370763,320328,38672,38187,27372,23378,6076,5587,3492,2958,177.818,2.6746666666666665,2.8646666666666665,5.5393333333333326,3.5273333333333334,0.15383333333333335,3.6811666666666665,0.32616666666666666,1.0253333333333334,0.6245,1.3721666666666668,1.3516666666666666,5.053333333333334,6.405,6.572500000000001,6.572500000000001,3.7836666666666665,0.40549999999999997,4.189,0.5055,2.4743333333333335,0.08333333333333333,0.35133333333333333,0.07283333333333333,0.421,0.19799999999999998,1.125,0.5326666666666667,4.775333333333333
98,2003,ND,1177727.0,674715,341076,333639,308533,301985,5109,3418,18246,18899,3572,3620,177,161,5439,5556,313617,307191,6690,4961,21359,22230,4724,4733,418,396,333717,327199,302647,296961,4866,3226,17524,18177,3494,3546,159,139,5027,5150,307363,301810,6286,4611,20373,21255,4586,4586,370,340,7359,6440,5886,5024,243,192,722,722,78,74,18,22,412,406,6254,5381,404,350,986,975,138,147,48,56,42.658,1.836,0.999,2.835,0.71,0.087,0.797,0.071,0.295,-0.277,0.216,0.366,1.013,1.379,1.05,1.05,0.543,0.043,0.586,0.057,0.124,0.034,0.239,0.032,0.085,0.191,1.501,0.021,0.175
99,2003,NE,3347700.0,1829542,908109,921433,818946,832203,43900,42412,11888,11791,16166,17542,1100,990,16109,16495,833755,847331,51670,50497,17808,17963,20349,21664,1825,1766,819074,841301,740493,761703,41790,40407,7246,7665,15577,16986,529,491,13439,14049,752856,774605,48527,47529,11633,12441,19303,20654,1095,1098,89035,80132,78453,70500,2110,2005,4642,4126,589,556,571,499,2670,2446,80899,72726,3143,2968,6175,5522,1046,1010,730,668,57.178,3.869,1.874,5.743,1.047,0.123,1.17,0.179,3.526,-0.141,0.526,3.705,1.696,5.401,2.043,2.043,0.891,0.087,0.978,0.031,0.216,0.033,0.217,0.044,0.286,0.341,2.016,0.024,0.392
100,2003,NH,1959211.0,1316762,649537,667225,615024,633080,9263,7258,1844,1696,13805,15355,260,268,9341,9568,623976,642273,12555,10718,5562,5430,16757,18353,616,621,631038,648804,599434,617381,7915,6097,1408,1319,13653,15167,161,171,8467,8669,607608,625735,10687,9034,4780,4733,16420,17984,475,483,18499,18421,15590,15699,1348,1161,436,377,152,188,99,97,874,899,16368,16538,1868,1684,782,697,337,369,141,138,139.535,1.359,2.746,4.105,1.941,0.064,2.004,0.162,0.414,0.18,0.594,0.576,2.598,3.174,4.88,4.88,1.258,0.204,1.462,0.189,1.394,0.027,0.197,0.031,0.168,0.061,0.67,0.12,2.673
101,2003,NJ,19936266.0,8799446,4283799,4515647,3205619,3341226,604175,679523,26183,23840,365156,384984,3893,3870,78773,82204,3272220,3409794,647452,726882,46842,46095,394880,414797,7935,8196,3495577,3739066,2541618,2689215,531945,604368,6193,6523,358546,378336,1207,1264,56068,59360,2587908,2737491,559418,635348,19461,21391,384462,404408,4187,4628,788222,776581,664001,652011,72230,75155,19990,17317,6610,6648,2686,2606,22705,22844,684312,672303,88034,91534,27381,24704,10418,10389,3748,3568,138.995,2.04,3.149,5.188,3.37,0.37,3.74,0.3,0.382,-0.154,2.063,0.683,5.803,6.486,6.081,6.081,5.899,0.371,6.27,0.907,2.254,0.146,0.311,0.092,0.163,0.357,0.824,0.336,4.362
102,2003,NV,4129137.0,2702405,1364110,1338295,1074661,1031096,117209,114607,21629,21408,92763,112093,9648,9659,48200,49432,1115720,1072937,134191,132665,34608,34793,116006,135709,17597,17800,996248,987656,745595,718704,106319,103683,11511,12173,87488,106642,7791,7842,37544,38612,777409,751211,119713,117973,20020,21127,106658,126094,14119,14330,367862,350639,329066,312392,10890,10924,10118,9235,5275,5451,1857,1817,10656,10820,338311,321726,14478,14692,14588,13666,9348,9615,3478,3470,35.885,0.639,0.707,1.346,1.656,0.096,1.752,0.102,0.632,0.448,0.194,0.734,1.946,2.68,0.594,0.594,0.188,0.072,0.26,0.083,0.513,0.034,0.079,0.033,0.255,0.297,0.958,0.046,0.491
103,2003,NY,42253291.0,19399878,9389210,10010668,6803696,7102454,1566454,1817459,92459,90908,717087,772259,11759,12300,197755,215288,6964692,7274676,1683194,1950040,149957,154756,784795,843608,22142,24021,7697605,8270732,5524907,5813189,1306617,1522540,27351,29244,699672,754643,3679,4032,135379,147084,5632951,5928459,1377939,1603972,62018,68442,758505,816148,10822,12124,1691605,1739936,1278789,1289265,259837,294919,65108,61664,17415,17616,8080,8268,62376,68204,1331741,1346217,305255,346068,87939,86314,26290,27460,11320,11897,137.6288,2.4324,3.3595999999999995,5.7918,3.3793999999999995,0.09319999999999999,3.4728000000000003,0.2226,0.6126,0.2622,0.7944,0.8352,4.2672,5.102,5.7794,5.7794,3.2308,0.23220000000000002,3.4634,0.1116,0.5514,0.0262,0.16040000000000001,0.0356,0.1882,0.12179999999999999,0.9875999999999999,0.0848,1.1312000000000002
104,2003,OH,20651597.0,11539336,5634098,5905238,4735673,4926900,680511,747896,15304,14482,94835,103459,2733,2608,105042,109893,4832944,5027953,744501,816356,47126,48935,116796,125742,5741,5726,5450101,5732269,4583203,4785707,664703,731373,10659,10521,93362,101989,1742,1798,96432,100881,4672685,4878627,723320,794003,38906,41275,113917,122834,4333,4471,183997,172969,152470,141193,15808,16523,4645,3961,1473,1470,991,810,8610,9012,160259,149326,21181,22353,8220,7660,2879,2908,1408,1255,114.64250000000001,3.086,3.741,6.82725,4.16125,0.22175,4.38375,0.27125,0.79525,-0.545,1.528,1.0665,5.912,6.97825,8.422,8.422,10.968250000000001,0.22799999999999998,11.19625,0.12025,0.47875,0.07275,0.3035,0.0445,0.347,0.363,1.983,0.0955,1.39325
105,2003,OK,5905884.0,3759944,1860310,1899634,1414162,1441155,142128,143209,167292,170183,32073,35571,2809,2642,101846,106874,1507752,1538940,166511,169087,247087,254525,41541,45285,4719,4556,1683666,1742775,1268498,1313223,136319,137626,152965,157480,30836,34430,2119,2043,92929,97973,1354041,1403005,158087,160840,225994,235084,39242,43098,3680,3623,176644,156859,145664,127932,5809,5583,14327,12703,1237,1141,690,599,8917,8901,153711,135935,8424,8247,21093,19441,2299,2187,1039,933,104.65,3.211,2.31,5.52,3.248,0.347,3.595,0.364,2.0,1.353,1.065,2.364,4.66,7.024,3.444,3.444,1.656,0.233,1.89,0.207,0.792,0.059,0.216,0.085,0.271,0.47,2.513,0.11,1.31
106,2003,PA,23187302.0,12711160,6195979,6515181,5212458,5451591,686503,748546,20319,19763,174198,186945,3553,3624,98948,104712,5301002,5544366,747950,815611,47618,49572,199367,212679,7360,7546,5824771,6160125,4924498,5180277,637245,698140,8481,8741,170668,183606,1429,1491,82450,87870,4998653,5258387,686874,752648,29823,32591,193106,206880,4395,4558,371208,355056,287960,271314,49258,50406,11838,11022,3530,3339,2124,2133,16498,16842,302349,285979,61076,62963,17795,16981,6261,5799,2965,2988,131.49200000000002,2.9631999999999996,3.9846000000000004,6.9475999999999996,4.3222,0.18359999999999999,4.5058,0.3224,0.5589999999999999,-0.2324,1.5699999999999998,0.8815999999999999,6.0756,6.956999999999999,9.2226,9.2226,10.4468,0.301,10.7476,0.1286,0.5529999999999999,0.0358,0.1966,0.034800000000000005,0.2612,0.1726,1.3028,0.0804,1.5904
107,2003,SD,1012955.0,816166,408434,407732,353981,353984,6492,4240,36032,36991,3744,4135,291,245,7894,8137,361292,361565,8749,6561,41051,42243,5063,5407,578,503,396309,397388,344824,346271,6206,4049,34279,35413,3684,4052,168,166,7148,7437,351460,353227,8232,6161,38775,40188,4904,5220,409,373,12125,10344,9157,7713,286,191,1753,1578,60,83,123,79,746,700,9832,8338,517,400,2276,2055,159,187,169,130,41.889,1.218,1.012,2.231,1.106,0.061,1.167,0.078,0.515,0.383,0.25,0.592,1.417,2.009,0.896,0.896,0.345,0.047,0.393,0.035,0.123,0.023,0.104,0.034,0.075,0.179,1.123,0.025,0.194
108,2003,TN,8811612.0,6355311,3097846,3257465,2484142,2577282,504643,565793,13981,12366,44605,49960,2910,2536,47565,49528,2527923,2622625,528725,591545,31788,30967,55270,60868,4860,4554,2939258,3124855,2347290,2463688,496330,557968,8360,8114,43384,48814,1431,1433,42463,44838,2386526,2504908,518004,581394,23648,24471,53014,58713,3012,3132,158588,132610,136852,113594,8313,7825,5621,4252,1221,1146,1479,1103,5102,4690,141397,117717,10721,10151,8140,6496,2256,2155,1848,1422,164.43733333333333,2.4116666666666666,3.1839999999999997,5.596,3.6223333333333336,0.06866666666666667,3.6906666666666665,0.23433333333333337,0.5296666666666666,-0.26933333333333337,1.4666666666666668,0.7639999999999999,5.157333333333333,5.921666666666667,7.456333333333333,7.456333333333333,4.912333333333334,0.243,5.155666666666666,0.057333333333333326,0.8216666666666667,0.023333333333333334,0.22133333333333335,0.03,0.49333333333333335,0.153,1.507,0.06833333333333334,1.8683333333333334
109,2003,TX,29098584.0,25241971,12520270,12721701,10194200,10264300,1488283,1594402,129309,122682,492050,518567,15865,15638,200563,206112,10373972,10447964,1572151,1683449,202227,197857,559533,586682,27579,27882,7728595,7995612,5656631,5787447,1404126,1506655,40542,41039,471989,498396,9217,9420,146090,152655,5787145,5922644,1466444,1574101,87884,91454,525300,552519,17074,18067,4791675,4726089,4537569,4476853,84157,87747,88767,81643,20061,20171,6648,6218,54473,53457,4586827,4525320,105707,109348,114343,106403,34233,34163,10505,9815,68.68066666666665,1.7986666666666666,1.3696666666666666,3.1686666666666667,1.6496666666666666,0.13733333333333334,1.787,0.2173333333333333,0.5296666666666666,-0.09733333333333333,0.7283333333333334,0.747,2.5156666666666667,3.2623333333333338,2.444,2.444,1.1113333333333333,0.24133333333333337,1.3523333333333332,0.33866666666666667,1.7453333333333332,0.10933333333333334,0.3096666666666667,0.074,0.31933333333333336,0.35933333333333334,2.131,0.17600000000000002,3.0839999999999996
110,2003,UT,3954815.0,2775332,1394096,1381236,1283515,1273566,19309,14734,20632,20266,27274,31107,13677,12546,29689,29017,1311023,1300692,26524,21729,30032,29638,38614,42260,19999,18328,1207970,1206766,1117073,1117103,15366,11110,13341,13903,25731,29628,12701,11635,23758,23387,1139027,1138961,20994,16603,19572,20188,35668,39402,18335,16851,186126,174470,166442,156463,3943,3624,7291,6363,1543,1479,976,911,5931,5630,171996,161731,5530,5126,10460,9450,2946,2858,1664,1477,16.418499999999998,0.432,0.487,0.919,0.877,0.047,0.9239999999999999,0.039,0.1185,-0.23149999999999998,0.18,0.1575,1.104,1.2615,0.359,0.359,0.20450000000000002,0.028,0.232,0.035500000000000004,0.075,0.018,0.08549999999999999,0.0315,0.038,0.14,0.823,0.0165,0.127
111,2003,VA,12969177.0,8023699,3938126,4085573,2843621,2894250,756926,826664,21753,19921,214318,238669,4279,3979,97229,102090,2929939,2983735,804350,878762,47107,47682,253758,278889,8817,8659,3606204,3779740,2565772,2640112,732195,801780,10456,10522,210467,234933,2572,2721,84742,89672,2640985,2718643,773213,847293,30437,33067,246525,271787,6339,6616,331922,305833,277849,254138,24731,24884,11297,9399,3851,3736,1707,1258,12487,12418,288954,265092,31137,31469,16670,14615,7233,7102,2478,2043,173.26366666666664,2.525,2.967,5.491666666666667,5.483333333333333,0.10633333333333334,5.589666666666666,0.36133333333333334,0.9493333333333333,0.6003333333333333,1.5646666666666667,1.3110000000000002,7.1546666666666665,8.465333333333334,7.399,7.399,7.135333333333333,0.38233333333333336,7.517666666666666,0.09966666666666667,1.0050000000000001,0.035,0.2293333333333333,0.039,0.5716666666666667,0.154,1.0483333333333333,0.13,2.2846666666666664
112,2003,VT,1558712.0,625879,308263,317616,294804,303721,3640,2876,1191,1127,3562,4558,93,82,4973,5252,299618,308836,5194,4487,3677,3790,4786,5852,253,232,303617,312974,290943,299850,3398,2667,1036,995,3513,4491,78,67,4649,4904,295465,304641,4768,4093,3357,3486,4685,5726,221,208,4646,4642,3861,3871,242,209,155,132,49,67,15,15,324,348,4153,4195,426,394,320,304,101,126,32,24,146.471,2.3565,3.5425,5.899,3.6995,0.061,3.761,0.20750000000000002,0.7395,0.5915,0.829,0.9470000000000001,4.5895,5.5365,5.6385000000000005,5.6385000000000005,2.1965,0.243,2.4395,0.137,0.4875,0.029500000000000002,0.162,0.0335,0.252,0.119,1.057,0.0895,1.0915
113,2003,WA,12960220.0,6742830,3358424,3384406,2769337,2774926,136572,117236,62534,60854,229208,267143,22091,21775,138682,142472,2894285,2903773,179008,160730,111311,112975,290520,328557,36985,36805,2961675,3019920,2429414,2464146,125671,107143,44574,44762,223109,261210,19874,19743,119033,122916,2536881,2575541,161791,144389,82940,86765,278180,316141,32738,32603,396749,364486,339923,310780,10901,10093,17960,16092,6099,5933,2217,2032,19649,19556,357404,328232,17217,16341,28371,26210,12340,12416,4247,4202,132.41325,0.58875,0.73075,1.31925,1.0795,0.06625,1.146,0.075,0.42675,-0.7182499999999999,0.612,0.502,1.758,2.25975,0.97325,0.97325,0.57825,0.09525,0.6735,0.2155,2.6630000000000003,0.03225,0.29275,0.049,0.18675,0.056,0.4225,0.11025,4.816750000000001
114,2003,WI,12089770.0,5690475,2824176,2866299,2503292,2534420,180674,187038,30373,30031,64657,68104,1340,1182,43840,45524,2544093,2576719,202156,209733,46441,47034,75374,78902,2950,2699,2647311,2705450,2347794,2394262,173143,179507,24296,24478,63405,66854,853,758,37820,39591,2383092,2431136,191563,199127,37244,38489,73263,76775,2219,2062,176865,160849,155498,140158,7531,7531,6077,5553,1252,1250,487,424,6020,5933,161001,145583,10593,10606,9197,8545,2111,2127,731,637,80.088,2.982,2.164,5.146,2.228,0.213,2.44,0.254,2.819,2.507,0.679,3.073,3.119,6.193,2.71,2.71,1.674,0.149,1.824,0.052,0.113,0.052,0.225,0.042,0.129,0.26,1.844,0.061,0.322
115,2003,WV,3593993.0,1854239,914308,939931,858662,888703,34462,29524,2154,1835,5982,6744,244,235,12804,12890,870907,901044,41377,36469,6869,6745,8014,8682,651,657,902229,929640,848460,879880,33652,28891,1859,1664,5871,6662,193,195,12194,12348,860156,891722,40224,35560,6293,6298,7763,8494,550,563,12079,10291,10202,8823,810,633,295,171,111,82,51,40,610,542,10751,9322,1153,909,576,447,251,188,101,94,143.8185,2.2489999999999997,3.545,5.7940000000000005,3.771,0.10200000000000001,3.8735,0.344,0.234,-0.1015,1.944,0.5780000000000001,5.817,6.395,7.7545,7.7545,7.3004999999999995,0.388,7.6884999999999994,0.0725,0.431,0.0305,0.16399999999999998,0.0515,0.2135,0.21050000000000002,1.2265000000000001,0.07200000000000001,1.3235000000000001
116,2003,WY,1217154.0,564487,287785,276702,270088,259647,3083,2103,7320,7146,2073,2647,277,243,4944,4916,274815,264330,4371,3412,10015,9774,3210,3804,596,556,261248,252727,246463,238396,2703,1735,5899,5910,1917,2480,194,180,4072,4026,250368,242255,3746,2783,8030,7966,2924,3486,450,444,26537,23975,23625,21251,380,368,1421,1236,156,167,83,63,872,890,24447,22075,625,629,1985,1808,286,318,146,112,37.999,0.68925,0.696875,1.386125,0.772625,0.049875,0.8226249999999999,0.063,0.38925,0.208125,0.23375,0.45225000000000004,1.056375,1.5085,0.61625,0.61625,0.374125,0.04025,0.4145,0.035375000000000004,0.143875,0.021500000000000002,0.08225,0.03825,0.061875,0.18875,0.8605,0.024125,0.174875
117,2004,AL,7018242.0,4785437,2322988,2462449,1657051,1708508,587969,673265,16787,16096,26475,29246,2931,2236,31775,33098,1685590,1737861,602300,688725,31614,31442,32945,36006,4234,3719,2219208,2380041,1570120,1639766,581110,667181,12868,13271,25547,28540,1044,980,28519,30303,1595896,1666780,593948,681290,25967,27204,31378,34691,2003,2131,103780,82408,86931,68742,6859,6084,3919,2825,928,706,1887,1256,3256,2795,89694,71081,8352,7435,5647,4238,1567,1315,2231,1588,167.184,2.365,2.079,4.444,3.358,0.148,3.506,0.317,1.994,1.296,1.803,2.312,5.309,7.62,5.747,5.747,6.497,0.27,6.767,0.152,1.421,0.041,0.218,0.05,0.318,0.135,0.903,0.097,2.542
118,2004,AR,5580678.0,2921964,1434724,1487240,1159262,1187080,216407,238623,13178,13073,17947,20008,3573,3235,24357,25221,1181927,1210463,225508,248179,26094,26536,22225,24394,4576,4239,1334757,1399725,1069598,1108709,213186,235651,10003,10377,17181,19327,2952,2803,21837,22858,1089955,1129934,221472,244476,21388,22340,20970,23271,3745,3615,99967,87515,89664,78371,3221,2972,3175,2696,766,681,621,432,2520,2363,91972,80529,4036,3703,4706,4196,1255,1123,831,624,147.179,2.577,2.43,5.008,2.614,0.092,2.706,0.207,1.39,0.792,1.496,1.597,4.202,5.799,4.739,4.739,1.516,0.227,1.743,0.214,2.094,0.043,0.332,0.056,0.788,0.139,1.544,0.062,3.589
119,2004,AZ,9637369.0,6407172,3183922,3223250,2696389,2731840,147100,135101,166315,170237,88871,101197,8736,7438,76511,77437,2764637,2801049,175874,164602,195792,200093,115867,128081,14823,13710,2227904,2275834,1832998,1874603,127328,114756,126085,132838,80886,93087,6227,4972,54380,55578,1881277,1924208,148948,136943,143929,151411,101659,113694,10680,9669,956018,947416,863391,857237,19772,20345,40230,37399,7985,8110,2509,2466,22131,21859,883360,876841,26926,27659,51863,48682,14208,14387,4143,4041,36.181666666666665,0.8516666666666667,0.9543333333333334,1.8056666666666665,1.5423333333333336,0.11366666666666668,1.656,0.09833333333333333,0.35200000000000004,0.12466666666666666,0.249,0.451,1.9043333333333334,2.3553333333333333,0.9166666666666666,0.9166666666666666,0.38266666666666665,0.08800000000000001,0.4706666666666666,0.11666666666666665,0.24666666666666667,0.031,0.11866666666666666,0.034333333333333334,0.11966666666666666,0.22566666666666668,1.4243333333333332,0.051666666666666666,0.39866666666666667
120,2004,CA,85721483.0,37319502,18545938,18773564,13871272,13797795,1225792,1260514,317587,305568,2401000,2660686,90582,91510,639705,657491,14431194,14370439,1406290,1452701,515335,513789,2735187,2998110,158158,162417,11444589,11812292,7476718,7540429,1079499,1106783,81451,83010,2291144,2548642,66055,67172,449722,466256,7866977,7942953,1208391,1245386,186916,199270,2553652,2813588,115621,119703,7101349,6961272,6394554,6257366,146293,153731,236136,222558,109856,112044,24527,24338,189983,191235,6564217,6427486,197899,207315,328419,314519,181535,184522,42537,42714,50.144999999999996,0.546875,0.438125,0.985125,3.91625,0.2745,4.1907499999999995,0.2465,2.324125,2.092,0.41225,2.57075,4.60275,7.17325,0.367875,0.367875,0.4575,0.12262500000000001,0.579875,0.269,0.43975,0.053875,0.060125,0.065375,0.2975,0.228,0.23075,0.10337500000000001,0.9590000000000001
121,2004,CO,7051457.0,5047349,2529516,2517833,2238772,2225593,113617,102504,40083,38398,66774,79571,4308,4195,65962,67572,2299050,2287489,136897,126324,67019,66500,89838,102952,8524,8463,1996915,2005835,1765551,1772536,101424,89872,16073,15560,62791,75576,2947,2853,48129,49438,1809559,1817823,119266,108286,32019,32378,81968,95006,6111,6058,532601,511998,473221,453057,12193,12632,24010,22838,3983,3995,1361,1342,17833,18134,489491,469666,17631,18038,35000,34122,7870,7946,2413,2405,63.2975,1.1395,1.16825,2.30775,1.4412500000000001,0.1065,1.54775,0.116,0.33225,0.21825,0.26525,0.448,1.8130000000000002,2.261,0.91325,0.91325,0.23199999999999998,0.08399999999999999,0.316,0.062,0.1465,0.026000000000000002,0.08825,0.03775,0.136,0.19275,0.9657499999999999,0.042,0.27375000000000005
122,2004,CT,10291289.0,3579114,1742318,1836796,1441093,1511609,187394,206010,8532,8299,68687,72954,1909,1600,34703,36324,1471374,1543137,207270,227947,18553,19269,79010,82999,3827,3281,1501202,1595455,1241976,1314101,162305,178328,3557,3625,66795,71142,575,622,25994,27637,1264655,1337919,176119,193862,10805,11628,75645,80083,1825,1871,241116,241341,199117,197508,25089,27682,4975,4674,1892,1812,1334,978,8709,8687,206719,205218,31151,34085,7748,7641,3365,2916,2002,1410,126.351,1.54,2.425,3.965,4.613,0.181,4.794,0.265,0.738,0.222,1.609,1.002,6.403,7.405,4.219,4.219,3.705,0.306,4.011,0.396,2.025,0.052,0.248,0.043,0.143,0.091,0.571,0.224,3.686
123,2004,FL,30534283.0,18845537,9211956,9633581,7283546,7549744,1487667,1604089,46815,42520,220972,256520,9665,9219,163291,171489,7423720,7695721,1576594,1698837,91375,89932,274396,312981,21621,21863,7110823,7482779,5354717,5569488,1385356,1500395,24074,23996,212196,247522,5572,5583,128908,135795,5463618,5683052,1452524,1572157,58517,61117,257931,295908,15431,16146,2101133,2150802,1928829,1980256,102311,103694,22741,18524,8776,8998,4093,3636,34383,35694,1960102,2012669,124070,126680,32858,28815,16465,17073,6190,5717,141.05599999999998,1.2069999999999999,1.6760000000000002,2.8825000000000003,2.2775,0.383,2.6605,0.20650000000000002,0.424,-0.3965,0.742,0.631,3.402,4.0329999999999995,3.378,3.378,1.436,0.7595000000000001,2.196,2.348,4.715,0.333,0.565,0.197,0.3125,0.4515,1.075,2.6075,8.255
124,2004,GA,14570573.0,9711881,4741185,4970696,3061074,3090985,1409148,1596899,25983,22711,158265,168519,5645,4876,81070,86706,3130050,3163352,1455582,1649275,52261,51212,181680,192992,9608,9128,4279527,4575277,2670590,2761605,1372234,1560136,10664,11007,154631,165294,2854,2627,68554,74608,2728798,2823611,1411604,1605319,31210,34189,175611,187250,5968,6117,461658,395419,390484,329380,36914,36763,15319,11704,3634,3225,2791,2249,12516,12098,401252,339741,43978,43956,21051,17023,6069,5742,3640,3011,127.516,2.831,1.763,4.594,3.158,0.106,3.264,0.259,0.663,-0.098,1.644,0.921,4.907,5.829,4.619,4.619,5.23,0.286,5.516,0.26,1.505,0.047,0.242,0.054,0.866,0.117,0.829,0.097,2.869
125,2004,ID,2647790.0,1570746,786799,783947,740893,737955,6369,4593,13096,12837,8991,11076,1484,1315,15966,16171,756082,753421,9492,7758,21049,20853,14317,16405,2849,2692,694727,699023,658195,661894,5315,3663,8773,8881,8306,10427,1171,1032,12967,13126,670631,674534,7853,6209,14710,14903,12963,15112,2281,2159,92072,84924,82698,76061,1054,930,4323,3956,685,649,313,283,2999,3045,85451,78887,1639,1549,6339,5950,1354,1293,568,533,70.998,1.282,1.138,2.42,0.561,0.032,0.593,0.057,0.543,-0.043,0.278,0.6,0.87,1.47,0.973,0.973,0.123,0.043,0.166,0.032,0.384,0.014,0.09,0.033,0.214,0.082,0.61,0.02,0.556
126,2004,IL,23709618.0,12840172,6296986,6543186,4964948,5069705,891991,1011866,38423,35442,293196,314860,3813,3620,104615,107693,5059753,5166559,942199,1065836,68464,67029,330410,351903,8152,7945,5247403,5558102,4006174,4172996,860448,979213,9459,9653,285666,307486,1600,1556,84056,87198,4082112,4251060,901207,1023362,29627,31617,318564,340237,5011,5031,1049583,985084,958774,896709,31543,32653,28964,25789,7530,7374,2213,2064,20559,20495,977641,915499,40992,42474,38837,35412,11846,11666,3141,2914,101.36333333333333,2.993,2.5273333333333334,5.520333333333333,2.033333333333333,0.3666666666666667,2.3996666666666666,0.2846666666666667,1.359333333333333,-0.4343333333333334,1.1866666666666665,1.6436666666666666,3.5866666666666664,5.230333333333333,4.721666666666667,4.721666666666667,4.050666666666667,0.14633333333333334,4.196666666666666,0.108,0.7193333333333333,0.10733333333333334,0.2813333333333333,0.064,0.245,0.5396666666666666,1.8923333333333332,0.08900000000000001,1.2263333333333333
127,2004,IN,11957470.0,6490432,3193102,3297330,2783184,2858216,290433,314817,12675,11841,51925,55327,1780,1757,53105,55372,2833009,2909996,320563,346842,28709,28748,63606,67261,3724,3785,2987399,3111585,2600568,2694649,281120,305239,7104,7175,50561,54053,941,1011,47105,49458,2644869,2740971,308123,334155,20267,21311,61297,64951,2531,2713,205703,185745,182616,163567,9313,9578,5571,4666,1364,1274,839,746,6000,5914,188140,169025,12440,12687,8442,7437,2309,2310,1193,1072,120.978,3.3235,3.1725000000000003,6.496,2.5595,0.3405,2.9005,0.27849999999999997,1.4555,-0.652,1.3835,1.7345,4.2835,6.0175,7.51,7.51,7.268,0.1785,7.447,0.131,0.792,0.0995,0.30800000000000005,0.06,0.2365,0.6225,2.0725000000000002,0.087,1.681
128,2004,KS,5283676.0,2858190,1418108,1440082,1240965,1263364,88847,85011,16713,16420,33726,36452,1535,1330,36322,37505,1274568,1298018,105566,102426,32444,32882,41634,44435,2820,2675,1260619,1295424,1100214,1134793,83897,80115,11463,11721,32745,35489,1081,950,31219,32356,1129237,1164809,98321,95086,24375,25459,39744,42588,2116,2043,157489,144658,140751,128571,4950,4896,5250,4699,981,963,454,380,5103,5149,145331,133209,7245,7340,8069,7423,1890,1847,704,632,86.864,2.8305,2.0245,4.8545,1.3625,0.344,1.7065000000000001,0.21750000000000003,1.2894999999999999,-0.8979999999999999,0.747,1.5074999999999998,2.4539999999999997,3.961,2.6464999999999996,2.6464999999999996,1.201,0.1255,1.3265,0.1285,0.4305,0.0635,0.206,0.073,0.1945,1.276,2.5975,0.0635,0.6485
