,CAN10_1,CAN11_1,CAN5_1,CAN6_1,CAN7_1,CAN8_1,CAN9_1,Year,State
249,13.437836645077907,114.9187240699772,148.4152806429658,7.125923040881752,37.415678213443606,54.85919229046756,28.19018644262106,2023,WA
250,13.399369459257763,116.26075288774449,148.8534260535302,7.195562512055039,37.460382625181225,54.481296343604775,28.26979279797525,2024,WA
251,13.360902262137571,117.60278150113302,149.29153104311163,7.2652019754052155,37.50508701652288,54.10340038230649,28.34939912613482,2025,WA
253,13.91427175706873,135.81253956109288,151.93641033128367,6.869226610660553,40.758468293771145,66.91764290655655,27.286861435323956,2020,WI
254,13.771407567802813,137.00630882531408,152.5921151276503,6.991339844465255,40.875202277489,66.71396424435082,27.64279198981822,2021,WI
255,13.628543378536895,138.20007808953528,153.24781992597073,7.113453078269957,40.99193626120686,66.51028558214509,27.998722544312486,2022,WI
256,13.485679186445964,139.39384733224293,153.90352470817203,7.235566309094428,41.10867024492472,66.30660691993936,28.354653092008093,2023,WI
257,13.342814994355033,140.58761657495057,154.5592294859772,7.357679539918898,41.225404228642574,66.10292825773362,28.7105836397037,2024,WI
258,13.199950802264102,141.78138581765822,155.21493425596702,7.4797927707433685,41.342138198763124,65.89924958590423,29.066514187399306,2025,WI
260,16.62462534413983,122.01087773498148,144.666652246844,9.919830179214477,54.3480235742405,96.38740181966375,26.106055928394202,2020,WV
261,16.59943797948459,123.77881632279605,145.58747816706693,10.01724522858858,54.49703527297824,96.2061026669418,26.434083800809464,2021,WV
262,16.574250586579236,125.5467546954751,146.5083039309829,10.11466024816036,54.64604690372943,96.02480346610152,26.76211160523818,2022,WV
263,16.54906317672381,127.31469293907286,147.42912960111468,10.21207525283098,54.79505849368869,95.84350423639023,27.09013937567362,2023,WV
264,16.52387576121836,129.0826311396435,148.34995523998506,10.309490248560902,54.94407007005065,95.66220499705528,27.418167125713094,2024,WV
265,16.498688340062884,130.85056929718704,149.27078084759407,10.406905241310593,55.09308163281529,95.48090574809666,27.746194868953914,2025,WV
267,11.270893681980665,131.06773770262953,126.32160653846027,7.998873162269592,35.95925003346056,45.61704052848122,26.39599184319377,2020,WY
268,11.16884053073978,132.48910661310657,126.90740985067482,8.048309749364853,35.86387506378815,45.18806081196916,26.431487791985273,2021,WY
269,11.066787375967632,133.91047549938085,127.493213143351,8.097746333479881,35.768500087317086,44.75908108583344,26.466983740776776,2022,WY
270,10.964734219076723,135.33184436951998,128.07901642430414,8.14718291759491,35.67312511084602,44.330101359697714,26.502479662373663,2023,WY
271,10.862681060773308,136.75321322621315,128.66481969744194,8.196619498729705,35.5777501275763,43.90112163356199,26.53797558397055,2024,WY
272,10.760627901763641,138.17458207483872,129.25062296667207,8.2460560798645,35.48237514430658,43.4721418978026,26.573471505567436,2025,WY
